Ambulance And Chair Ems Inc Fka Leelynnann Inc,Ambulance And Chair Ems Inc Fka Leelynnann Inc ,Washington,251272075
Helpmates Inc,Helpmates Inc,Du Bois,251555968
Pennsylvania Service Coordination Agency,Pennsylvania Service Coordination Agency,Philadelphia,474251217
Kids Smiles Inc,Kids Smiles Inc,Norwood,300249717
University Properties Inc,University Properties Inc,East Stroudsburg,562385309
Sun Home Health Services Inc,Sun Home Health Services Inc,Danville,231736912
Upmc And The Washington Hospital Cancer Center,Upmc And The Washington Hospital Cancer Center,Pittsburgh,364592814
Rebuilding Together Pittsburgh,Rebuilding Together Pittsburgh,Pittsburgh,251696634
Bair Foundation Of Virginia,Bair Foundation Of Virginia,New Wilmngtn,900144185
Riddle Healthcare Foundation,Riddle Healthcare Foundation,Media,43601189
Westmoreland Drug And Alcohol Commission Inc,Westmoreland Drug And Alcohol Commission Inc ,Monessen,251491445
Historical Society Of Pennsylvania,Historical Society Of Pennsylvania,Philadelphia,231352322
The Neighborhood Academy,The Neighborhood Academy,Pittsburgh,251816609
Boys & Girls Clubs Of Western Pa,Boys & Girls Clubs Of Western Pa,Pittsburgh,251206970
West Central Job Partnership,West Central Job Partnership,Sharon,251532141
Ch Pennsylvania Under   21,Ch Pennsylvania Under   21,Philadelphia,233003176
Learn Fresh Education Co,Learn Fresh Education Co,Philadelphia,451059457
Dr Robert Ketterer Charter School Inc,Dr Robert Ketterer Charter School Inc,Latrobe,232957844
Greater Susquehanna Valley Ymca,Greater Susquehanna Valley Ymca,Sunbury,240795634
St Gabriels System,St Gabriels System,Philadelphia,231365389
Wildlife Management Institute Inc,Wildlife Management Institute Inc,Gardners,530196629
Young Mens Christian Assoc North Penn,Young Mens Christian Assoc North Penn,Colmar,231489848
Medical Rescue Team South Authortiy,Medical Rescue Team South Authortiy,Pittsburgh,251501879
Mt Hope Nazarene Retirement Community,Mt Hope Nazarene Retirement Community,Manheim,205034032
Big Brothers Big Sisters Independence Region,Big Brothers Big Sisters Independence Region,Philadelphia,231352034
Young Womens Christian Association,Young Womens Christian Association ,Lancaster,231352609
Boy Scouts Of America,Boy Scouts Of America ,Wayne,231352052
Lebanon Valley Family Ymca,Lebanon Valley Family Ymca,Lebanon,231243980
Tickets For Kids Foundation,Tickets For Kids Foundation,Pittsburgh,20559825
Committee On Sustainability Assessment,Committee On Sustainability Assessment,Philadelphia,453867653
Bethany Childrens Home Inc,Bethany Childrens Home Inc,Womelsdorf,231365188
Clearfield County Area Agency On Aging Inc,Clearfield County Area Agency On Aging Inc ,Curwensville,251336855
Little Sisters Of The Poor Of The City And County Of Philadelphia,Little Sisters Of The Poor Of The City And County Of Philadelphia ,Philadelphia,231552179
Lancaster County Christian School,Lancaster County Christian School,Lancaster,231504141
Westinghouse Arts Academy Charter School,Westinghouse Arts Academy Charter School,Wilmerding,814548663
Birth Center,Birth Center,Bryn Mawr,232080859
Pocono Services For Families And Children Inc,Pocono Services For Families And Children Inc,E Stroudsburg,231672294
Jewish Federation Of The Lehigh Valley,Jewish Federation Of The Lehigh Valley,Allentown,236396949
Community Alternatives Inc,Community Alternatives Inc,New Castle,251591718
Achieva Resource,Achieva Resource,Pittsburgh,251505214
Dayspring Christian Academy,Dayspring Christian Academy,Mountville,232833032
Lutheran Social Mission Society Of Philadelphia,Lutheran Social Mission Society Of Philadelphia ,Philadelphia,231352365
The Growing Place Center For Care & Learning Of Salem St Paul,The Growing Place Center For Care & Learning Of Salem St Paul,Kresgeville,232021066
Wharton Graduate Association Twga Inc,Wharton Graduate Association Twga Inc,Philadelphia,232731689
199 Hunting Park,199 Hunting Park,Philadelphia,264300365
Upland Country Day School,Upland Country Day School,Kennett Sq,231458004
Lark Enterprises Inc,Lark Enterprises Inc,New Castle,251086440
Centre Volunteers In Medicine,Centre Volunteers In Medicine,State College,251897969
Lititz Community Center,Lititz Community Center,Lititz,236296633
Mighty Writers,Mighty Writers,Philadelphia,10920922
Butler Health System,Butler Health System,Butler,251441855
Ridc Southwestern Pennsylvania Growth Fund,Ridc Southwestern Pennsylvania Growth Fund,Pittsburgh,251603768
Marian Sutherland Kirby Library,Marian Sutherland Kirby Library,Mountain Top,232066455
Pittsburgh Institute Of Mortuary Science Inc,Pittsburgh Institute Of Mortuary Science Inc,Pittsburgh,251186257
Common Market Philadelphia Inc,Common Market Philadelphia Inc,Philadelphia,743240184
Kipp West Philadelphia Preparatory Charter School,Kipp West Philadelphia Preparatory Charter School,Philadelphia,261970577
Jevs Foundation,Jevs Foundation,Philadelphia,222603365
Progress Fund,Progress Fund,Greensburg,311598881
Beech Interplex Inc,Beech Interplex Inc,Philadelphia,521693162
Bensalem Rescue Squad Inc,Bensalem Rescue Squad Inc,Bensalem,232154857
Tidioute Community Charter School,Tidioute Community Charter School,Tidioute,830417793
Keystone Adolescent Center Inc,Keystone Adolescent Center Inc,Greenville,251710410
Middle Atlantic Great Lakes Organized Crime Law Enforcement Ne,Middle Atlantic Great Lakes Organized Crime Law Enforcement Ne ,Newtown,812189998
Meadville Physician Services,Meadville Physician Services,Meadville,251602133
Ruffed Grouse Society,Ruffed Grouse Society,Pittsburgh,540846925
Alleghenies United Cerebral Palsy,Alleghenies United Cerebral Palsy,Johnstown,204215170
Living Beyond Breast Cancer,Living Beyond Breast Cancer,Bala Cynwyd,232734689
Kencrest Centers,Kencrest Centers,Blue Bell,231711070
Global Links,Global Links,Pittsburgh,521629060
Amyotrophic Lateral Sclerosis Association,Amyotrophic Lateral Sclerosis Association ,Ambler,232387205
Electrical Workers Joint Apprentice And Training Trust Fund,Electrical Workers Joint Apprentice And Training Trust Fund,Philadelphia,231308075
Futures Rehabilitation Center Inc,Futures Rehabilitation Center Inc,Bradford,251202731
Pa Connecting Communities,Pa Connecting Communities,Carnegie,201118762
Habitat For Humanity International Inc,Habitat For Humanity International Inc ,Warminster,232607106
Messiah Lifeways,Messiah Lifeways,Mechanicsburg,352443724
Volunteer Medical Service Corps Of Narberth,Volunteer Medical Service Corps Of Narberth,Ardmore,236298074
The Arc Of York County Inc,The Arc Of York County Inc,York,232799907
Youth Collaboratory Inc,Youth Collaboratory Inc,Pittsburgh,251614988
The Melmark Charitable Foundation,The Melmark Charitable Foundation,Berwyn,232446806
Blair County Drug And Alcohol Program Incorporated,Blair County Drug And Alcohol Program Incorporated,Altoona,271622663
Ysc Academy,Ysc Academy,Wayne,461609325
Consumer Credit Counseling Service Of Delaware Valley,Consumer Credit Counseling Service Of Delaware Valley ,Philadelphia,231671903
Easton Arts Academy Elementary Charter School,Easton Arts Academy Elementary Charter School,Easton,364864502
Stoneridge Retirement Living Communities Inc,Stoneridge Retirement Living Communities Inc,Myerstown,208424515
Friends Fiduciary Corporation,Friends Fiduciary Corporation,Philadelphia,231968136
Pittsburgh Penguins Foundation,Pittsburgh Penguins Foundation,Pittsburgh,273431123
Day School,Day School,Pittsburgh,872705862
Kidspeace National Center Of Georgia Inc,Kidspeace National Center Of Georgia Inc,Schnecksville,200017440
Amigos Of Costa Rica Inc,Amigos Of Costa Rica Inc,West Chester,311714653
Residential Resources Inc,Residential Resources Inc,Pittsburgh,232502873
Inperium Inc,Inperium Inc,Reading,811159891
Landis Communities,Landis Communities,Lititz,300706945
Miquon School,Miquon School,Conshohocken,231405603
Workforce Solutions For North Central Pennsylvania Inc,Workforce Solutions For North Central Pennsylvania Inc,Kersey,814257698
Amerisourcebergen Foundation,Amerisourcebergen Foundation,Conshohocken,471846222
Lititz Christian School,Lititz Christian School,Lititz,900123234
Mattern House Inc,Mattern House Inc,Williamsburg,251662759
The Grand View Health Foundation,The Grand View Health Foundation,Sellersville,232622621
Halfway Environment For Alcoholics Recovering Inc,Halfway Environment For Alcoholics Recovering Inc,Lancaster,232095529
Allies For Health & Wellbeing,Allies For Health & Wellbeing,Pittsburgh,251537128
Urban Health Solutions Inc,Urban Health Solutions Inc,Philadelphia,233036955
Manchester Bidwell Corporation,Manchester Bidwell Corporation,Pittsburgh,251842945
South Central Emergency Medical Services Inc,South Central Emergency Medical Services Inc,Harrisburg,237096198
Pocono Vna Hospice,Pocono Vna Hospice,Allentown,232535297
Lifespan Inc,Lifespan Inc,Homestead,237319621
Southwestern Pennsylvania Human Services Inc,Southwestern Pennsylvania Human Services Inc,Charleroi,251492288
Keystone Education Center,Keystone Education Center,Greenville,232920979
Open Hearth Inc,Open Hearth Inc,Phoenixville,232652023
Communities In Schools Of Philadelphia Inc,Communities In Schools Of Philadelphia Inc ,Philadelphia,232410538
Valley Day School,Valley Day School,Morrisville,231526669
Literacy Pittsburgh,Literacy Pittsburgh,Pittsburgh,251392652
Westmoreland County Blind Association,Westmoreland County Blind Association,Greensburg,250969476
Weaverland Financial Aid,Weaverland Financial Aid,Lititz,233017873
Child Care Professionals Network,Child Care Professionals Network,Secane,233020352
Reading Terminal Market Corporation,Reading Terminal Market Corporation,Philadelphia,232754641
Won Institute Of Graduate Studies,Won Institute Of Graduate Studies,Warminster,233102135
Hamot Health Foundation,Hamot Health Foundation,Erie,251400999
Evangelical Services For The Aging,Evangelical Services For The Aging ,Warminster,232648022
The Fund For The School District Of Philadelphia,The Fund For The School District Of Philadelphia,Philadelphia,200153451
Fay Penn Economic Development Corporation,Fay Penn Economic Development Corporation,Lemont Frnc,251649514
Montgomery County Norristown Public Library,Montgomery County Norristown Public Library,Norristown,231381450
Universal Vare Charter School,Universal Vare Charter School,Philadelphia,450649209
F M Kirby Center For Thr Perform Ing Arts,F M Kirby Center For Thr Perform Ing Arts,Wilkes Barre,222697004
Residential Care Services,Residential Care Services ,Pittsburgh,251444331
The Patriot League,The Patriot League,Bethlehem,232570860
Pennsylvania College Of Technology Foundation Inc,Pennsylvania College Of Technology Foundation Inc,Williamsport,232186644
Finishing Trades Institute Of The Mid Atlantic Region,Finishing Trades Institute Of The Mid Atlantic Region,Philadelphia,236416214
Pennsylvania Community Real Estate Corporation,Pennsylvania Community Real Estate Corporation,Philadelphia,251635266
Aimed,Aimed,Pittsburgh,464897306
Landmark Home Health Care Services,Landmark Home Health Care Services,Sharpsburg,251641486
Pennsylvania Child Care Association,Pennsylvania Child Care Association,Lemoyne,251324912
Philadelphia Chinatown Development Corp Chinatown Community Park,Philadelphia Chinatown Development Corp Chinatown Community Park,Philadelphia,237439723
Heights Philadelphia,Heights Philadelphia,Philadelphia,231365983
Tower Health At Home,Tower Health At Home,Wyomissing,232469321
Fox Chase Cancer Center Foundation,Fox Chase Cancer Center Foundation,Philadelphia,232003072
21 St Century Partnership For Stem Education,21 St Century Partnership For Stem Education,Wayne,261164919
Arden Theatre Company,Arden Theatre Company,Philadelphia,232521993
Armstrong Care Inc,Armstrong Care Inc,Ford City,232943784
Hospice Service Inc Alameda Commercial Park,Hospice Service Inc Alameda Commercial Park,Mars,251468529
Philadelphia Animal Welfare Society,Philadelphia Animal Welfare Society ,Philadelphia,263862631
Juvenile Law Center,Juvenile Law Center,Philadelphia,231976386
Spirit Soccer Club Of Chester Co,Spirit Soccer Club Of Chester Co ,Downingtown,222778767
Bethlehem Haven Of Pittsburgh,Bethlehem Haven Of Pittsburgh,Pittsburgh,251436685
Propel Charter School   Pitcairn,Propel Charter School   Pitcairn,Pittsburgh,455249938
Penn State Research Foundation,Penn State Research Foundation,University Park,251359185
Steel City Squash Inc,Steel City Squash Inc,Pittsburgh,471601203
East End Cooperative Ministry,East End Cooperative Ministry,Pittsburgh,231722988
Huntingdon County Child And Adult Development Corporation,Huntingdon County Child And Adult Development Corporation,Huntingdon,251268407
Blackstar Projects Inc,Blackstar Projects Inc,Philadelphia,753129761
Theodore F Jenkins Memorial Law Library Company,Theodore F Jenkins Memorial Law Library Company,Philadelphia,236430426
Hilltop Preparatory School Inc,Hilltop Preparatory School Inc,Rosemont,231743304
Pennsylvania Bar Institute,Pennsylvania Bar Institute,Harrisburg,236412256
Lancaster Area Habitat For Humanity Inc,Lancaster Area Habitat For Humanity Inc,Lancaster,232414585
Crossroads Services Inc,Crossroads Services Inc,Altoona,134242233
Catalyst Academy Charter School,Catalyst Academy Charter School,Pittsburgh,825022742
Wyndcroft School,Wyndcroft School,Pottstown,231365972
Hhh Senior Specialist,Hhh Senior Specialist,Greensburg,364693710
Chalfant Hall Foundation,Chalfant Hall Foundation,Pittsburgh,880584464
Acts Legacy Foundation Inc,Acts Legacy Foundation Inc,Ft Washington,912161987
Ellen Obrien Gaiser Addiction Center Inc,Ellen Obrien Gaiser Addiction Center Inc,Butler,237208331
Preventative Aftercare Inc,Preventative Aftercare Inc,Grove City,251700492
North Central Pennsylvania Regional Planning And Development Commi,North Central Pennsylvania Regional Planning And Development Commi,Ridgway,251190341
Central Pa Youth Ballet,Central Pa Youth Ballet,Carlisle,231971982
Humane Pennsylvania,Humane Pennsylvania,Reading,231384936
Bread & Roses Community Fund,Bread & Roses Community Fund,Philadelphia,232047297
Slippery Rock University Foundation Inc,Slippery Rock University Foundation Inc,Slippery Rock,237093388
Academy Of Vocal Arts,Academy Of Vocal Arts,Philadelphia,231352001
Martha Lloyd Intermediate Care Facilities For Intellectual Disabi,Martha Lloyd Intermediate Care Facilities For Intellectual Disabi,Troy,251459611
Pennsylvania Educational Communications Systems,Pennsylvania Educational Communications Systems,Camp Hill,251420912
Envisage Life,Envisage Life,Oakmont,113643210
Boy Scouts Of America,Boy Scouts Of America ,Lancaster,231855082
Phoenixville Area Community Services Inc,Phoenixville Area Community Services Inc,Phoenixville,231902190
Jewish Community Center Of Allentown Pennsylvania,Jewish Community Center Of Allentown Pennsylvania,Allentown,230734200
Iop Publishing Incorporated,Iop Publishing Incorporated,Philadelphia,232659520
Network Of Victim Assistance,Network Of Victim Assistance,Jamison,237438387
Ronald Mcdonald House Charities Of Pittsburgh And Morgantown Inc,Ronald Mcdonald House Charities Of Pittsburgh And Morgantown Inc,Pittsburgh,251320272
Depaul School For Hearing And Speech,Depaul School For Hearing And Speech,Pittsburgh,250965321
Pennsylvania Environmental Council Inc,Pennsylvania Environmental Council Inc,Pittsburgh,237286159
Good Stuff Thrift Inc,Good Stuff Thrift Inc,Doylestown,460882455
Logos Academy,Logos Academy,York,311520442
Central Pennsylvania Community Foundation,Central Pennsylvania Community Foundation,Altoona,251761379
Electronic Information Network,Electronic Information Network,Pittsburgh,300092345
Garrett Williamson,Garrett Williamson,Newtown Square,231433892
St Barnabas Medical Center Inc,St Barnabas Medical Center Inc,Gibsonia,510511617
Pittsburgh Glass Center Inc,Pittsburgh Glass Center Inc,Pittsburgh,251814656
Concordia Hospice Of Washington,Concordia Hospice Of Washington,Cabot,812448411
People For People Incorporated,People For People Incorporated,Philadelphia,232676655
Lions Eye Bank Of Delaware Valley,Lions Eye Bank Of Delaware Valley ,Philadelphia,231513699
Communities In Schools Of Pennsylvania Inc,Communities In Schools Of Pennsylvania Inc,Harrisburg,251728518
Community College Of Philadelphia Foundation,Community College Of Philadelphia Foundation,Philadelphia,232612698
Armstrong Indiana Clarion Drug And Alcohol Commission Inc,Armstrong Indiana Clarion Drug And Alcohol Commission Inc,Shelocta,251253020
Cognitive Behavioral Services Inc,Cognitive Behavioral Services Inc,Philadelphia,30598851
Clarion Forest Vna Inc,Clarion Forest Vna Inc,Clarion,251520283
Larche Erie Inc,Larche Erie Inc,Erie,237322321
Pennsylvania Association For The Blind,Pennsylvania Association For The Blind,Harrisburg,231396837
The City School,The City School,Philadelphia,232073123
Howard Gardner Multiple Intelligence Charter School,Howard Gardner Multiple Intelligence Charter School,Scranton,454944807
Cornerstone Television Inc,Cornerstone Television Inc,Wall,237112560
The Abim Foundation,The Abim Foundation,Philadelphia,232585181
Greene Arc Inc,Greene Arc Inc,Prosperity,251344080
The Luzerne Foundation,The Luzerne Foundation,Wilkes Barre,232765498
Pennsylvania Chapter Of The American Academy Of Pediatrics,Pennsylvania Chapter Of The American Academy Of Pediatrics,Kng Of Prussa,237135840
Childway Pediatric Services,Childway Pediatric Services,Colmar,275026573
Young Mens Christian Assn,Young Mens Christian Assn ,Franklin,250995782
Asbury Villas,Asbury Villas ,Pittsburgh,251819952
Mmi Preparatory School,Mmi Preparatory School,Freeland,240795967
American Society Of Regional Anesthesia Surgery Obstetrics And,American Society Of Regional Anesthesia Surgery Obstetrics And,Pittsburgh,510163222
Western Pennsylvania Operating Engineers & Joint Apprenticeship,Western Pennsylvania Operating Engineers & Joint Apprenticeship,New Alexandri,251190452
Whitaker Center For Science And The Arts,Whitaker Center For Science And The Arts,Harrisburg,251724566
Crisis Management Services Inc,Crisis Management Services Inc,Philadelphia,232450106
Gratz College,Gratz College,Melrose Park,231352642
Christian Counseling And Educational Foundation,Christian Counseling And Educational Foundation,Glenside,231996251
Kinkora Pythian Home Corporation,Kinkora Pythian Home Corporation ,Lakewood,251680007
North American Society For Pediatric Gastroenterology & Nutri,North American Society For Pediatric Gastroenterology & Nutri,Ambler,841264966
Project Management Institute Educational Foundation,Project Management Institute Educational Foundation,Newtown Sq,232630701
Aloysius J & Eugene F Franz Foundation For The Congregation Of,Aloysius J & Eugene F Franz Foundation For The Congregation Of,Philadelphia,720812234
Support Center For Child Advocates,Support Center For Child Advocates,Philadelphia,232048664
Iup Research Institute,Iup Research Institute,Indiana,571175778
La Academia The Partnership Charter School,La Academia The Partnership Charter School,Lancaster,232955661
A Bridge To Independence,A Bridge To Independence,Erie,455565030
Acld Inc,Acld Inc,Pittsburgh,256094749
Alcohol And Drug Abuse Services Inc,Alcohol And Drug Abuse Services Inc,Port Allegany,251488805
Allegheny Land Tr,Allegheny Land Tr,Sewickley,251718611
American Civil Liberties Foundation Of Pennsylvania Inc,American Civil Liberties Foundation Of Pennsylvania Inc ,Philadelphia,231742013
Wrc Health Care Support Services,Wrc Health Care Support Services,Brookville,251601734
Association Of School Business Officials International,Association Of School Business Officials International ,Harrisburg,237259841
Christian History Institute Inc,Christian History Institute Inc,Worcester,222437121
Pennsylvania Chiefs Of Police Association,Pennsylvania Chiefs Of Police Association,Harrisburg,231340051
Steelworkers Charitable And Educational Organization,Steelworkers Charitable And Educational Organization,Pittsburgh,830400973
Children First Pa,Children First Pa,Philadelphia,232137461
Citywide Community Counseling Services Inc,Citywide Community Counseling Services Inc,Pottstown,421690775
University Dental Health Services Inc,University Dental Health Services Inc,Pittsburgh,251762396
Spiritlife,Spiritlife,Penn Run,463997001
Gwens Girls Incorporated,Gwens Girls Incorporated,Pittsburgh,753114136
Valley Nursing & Rehabilitation Center,Valley Nursing & Rehabilitation Center ,Quakertown,232371480
The Masonic Library And Museum Of Pennsylvania,The Masonic Library And Museum Of Pennsylvania,Philadelphia,232608317
Bridge Builders Community Foundation,Bridge Builders Community Foundation,Oil City,251292553
Multicultural Academy Charter School,Multicultural Academy Charter School,Philadelphia,232921398
Kaiserman Jewish Community Ctr,Kaiserman Jewish Community Ctr,Wynnewood,270841715
Center Of Life,Center Of Life,Pittsburgh,10617023
Philadelphia Childrens Alliance,Philadelphia Childrens Alliance,Philadelphia,232526605
Bishop Mccort Catholic High School Inc,Bishop Mccort Catholic High School Inc,Johnstown,250969456
Habitat For Humanity Of Greater Pittsburgh,Habitat For Humanity Of Greater Pittsburgh,Pittsburgh,251529652
Eastern University Academy Charter School Inc,Eastern University Academy Charter School Inc,Philadelphia,270421076
Chi St Joseph Childrens Health,Chi St Joseph Childrens Health,Lancaster,232342997
I S Kosloff Torah Academy High School For Girls,I S Kosloff Torah Academy High School For Girls ,Bala Cynwyd,452611143
Main Line Health Inc External Reporting,Main Line Health Inc External Reporting,Newtown Sq,232331531
American Paradigm Schools,American Paradigm Schools,Philadelphia,452581672
Verland,Verland,Sewickley,251440761
Associates In Counseling And Child Guidance,Associates In Counseling And Child Guidance,Sharon,251822655
Indiana County Head Start Inc County,Indiana County Head Start Inc County,Indiana,251242537
Cheder Chabad   Philadelphia,Cheder Chabad   Philadelphia,Bryn Mawr,270854753
Indiana County Community Action Program Inc,Indiana County Community Action Program Inc,Indiana,256069770
City Mission Of The Evangelical Churches Of Erie Pa,City Mission Of The Evangelical Churches Of Erie Pa,Erie,250987217
Passages To Recovery Inc,Passages To Recovery Inc,Pittsburgh,251296999
Greater Philadelphia Falun Dafa Association,Greater Philadelphia Falun Dafa Association,Philadelphia,452792064
Light House Rehabilitation Center,Light House Rehabilitation Center,New Holland,231973053
Carriage House Childrens Center Inc,Carriage House Childrens Center Inc,Pittsburgh,251260362
It Takes Philly Encouraging And Empowering Our Children To Aim Hig,It Takes Philly Encouraging And Empowering Our Children To Aim Hig,Jenkintown,462705205
Mary Anderson Trust,Mary Anderson Trust,Philadelphia,236234670
Gbs Cidp Foundation International,Gbs Cidp Foundation International,Conshohocken,222474769
Youth Education In The Arts,Youth Education In The Arts,Allentown,222052456
Eastern North Philadelphia Workforce Development Corporation,Eastern North Philadelphia Workforce Development Corporation,Philadelphia,232978010
Tri County Workforce Investment Board Inc,Tri County Workforce Investment Board Inc,Butler,251865354
State Theatre Center For The Arts Inc,State Theatre Center For The Arts Inc,Easton,232173216
Friends Boarding Home,Friends Boarding Home,Kennett Sq,230604260
Endowment Fund Of Maccabi Usa Sports For Israel Inc,Endowment Fund Of Maccabi Usa Sports For Israel Inc,Philadelphia,260043932
Lifes New Beginnings,Lifes New Beginnings,York,471846978
Active Aging Inc,Active Aging Inc,Meadville,251500945
United Communities Southeast Philadelphia,United Communities Southeast Philadelphia,Philadelphia,231719860
International Seafood Sustainability Foundation,International Seafood Sustainability Foundation,Pittsburgh,263646127
Hands In Service Incorporated,Hands In Service Incorporated,Sellersville,261992241
The Grantmakers Of Western Pennsyl Vania,The Grantmakers Of Western Pennsyl Vania,Pittsburgh,251496312
Haven House,Haven House,Allentown,231941559
Nephcure Kidney International,Nephcure Kidney International,Kng Of Prussa,383569922
Westmoreland Land Trust,Westmoreland Land Trust,Greensburg,770710733
The Pittsburgh Parks Conservancy,The Pittsburgh Parks Conservancy,Pittsburgh,232882145
Gillingham Charter School,Gillingham Charter School,Pottsville,800424026
Community Services Of Venango County,Community Services Of Venango County,Oil City,251240475
Athenaeum Of Philadelphia,Athenaeum Of Philadelphia,Philadelphia,231352027
United Mine Workers Of America Career Centers Inc,United Mine Workers Of America Career Centers Inc,Prosperity,251841274
Raymond And Mirim Klein Jcc,Raymond And Mirim Klein Jcc ,Philadelphia,270840848
Broad Street Ministry,Broad Street Ministry,Philadelphia,202760310
Greene Town School Inc,Greene Town School Inc,Philadelphia,231654570
North Side Christian Health Center,North Side Christian Health Center,Pittsburgh,251715426
Visiting Nurse Assn Of Hanover & Spring Grove,Visiting Nurse Assn Of Hanover & Spring Grove,Hanover,232347658
United Cerebral Palsy Of Northeastern Pa,United Cerebral Palsy Of Northeastern Pa,Scranton,240818346
Good Fellowship Club Of Chester County Inc,Good Fellowship Club Of Chester County Inc,West Chester,231633020
Young Mens Christian Association Of Berwick Pennsylvania,Young Mens Christian Association Of Berwick Pennsylvania ,Berwick,240813665
Connexus Human Service Network,Connexus Human Service Network,Johnstown,861179451
Helping Hands Inc,Helping Hands Inc,Bechtelsville,232068949
Care & Share Shoppes Inc,Care & Share Shoppes Inc,Souderton,232192200
Westmoreland Cultural Trust,Westmoreland Cultural Trust,Greensburg,251213228
School In Rose Valley,School In Rose Valley,Rose Valley,231365965
Young Womens Christian Association Of Gettysburg Pa,Young Womens Christian Association Of Gettysburg Pa,Gettysburg,231381462
Community Ambulance Service Inc,Community Ambulance Service Inc,Franklin,251185588
Childrens Home Of Easton Pa,Childrens Home Of Easton Pa,Easton,240806100
Lehigh Valley Zoological Society,Lehigh Valley Zoological Society,Schnecksville,50606070
Northwest Emergency Medical Services Inc,Northwest Emergency Medical Services Inc,Elizabethtown,232152257
Fayette Regional Health System,Fayette Regional Health System,Uniontown,251451183
Christian School Association Of York Inc,Christian School Association Of York Inc,York,231501815
Malaria Consortium,Malaria Consortium,Hermitage,980627052
China Outreach Ministries Inc,China Outreach Ministries Inc,Mechanicsburg,520883435
Northside Industrial Development Company,Northside Industrial Development Company,Pittsburgh,251452789
Youth Service Inc,Youth Service Inc,Philadelphia,231365076
Arc Alliance Advocacy Services,Arc Alliance Advocacy Services,Eagleville,311592549
Easter Seals Eastern Pennsylvania,Easter Seals Eastern Pennsylvania,Allentown,232823542
Elcam Inc,Elcam Inc,St Marys,251231198
Woods Services Foundation,Woods Services Foundation,Langhorne,232322137
Gettysburg Montessori Charter School,Gettysburg Montessori Charter School,Gettysburg,271306185
Indiana Total Therapy Inc,Indiana Total Therapy Inc,Indiana,263843582
Western Central Pennsylvania Electricians Joint Apprenticeship,Western Central Pennsylvania Electricians Joint Apprenticeship,New Castle,256148492
Trinity Christian School Association,Trinity Christian School Association,Wilkinsburg,232875879
Community Partnership School,Community Partnership School,Philadelphia,203195763
Mission For Educating Children With Autism,Mission For Educating Children With Autism ,Chester Sprgs,232906372
Buttonwood Farms Inc,Buttonwood Farms Inc ,Philadelphia,231612163
Liveconnections Org,Liveconnections Org,Philadelphia,262666641
Upmc Conemaugh Cancer Center,Upmc Conemaugh Cancer Center,Pittsburgh,202671883
Jewish Community Alliance Of Northeastern Pa,Jewish Community Alliance Of Northeastern Pa ,Kingston,240796936
Deaf Hearing Communication Center Inc,Deaf Hearing Communication Center Inc,Swarthmore,237407560
Cray Youth And Family Services Inc,Cray Youth And Family Services Inc,New Castle,251478137
Meadowbrook School,Meadowbrook School,Jenkintown,231352659
Partners For Quality Inc,Partners For Quality Inc,Mckees Rocks,550886515
Domestic Violence Service Center Inc,Domestic Violence Service Center Inc,Wilkes Barre,232070668
Allentown Symphony Association Inc,Allentown Symphony Association Inc,Allentown,236272140
Slippery Rock Student Government Association Inc,Slippery Rock Student Government Association Inc,Slippery Rock,256010954
Ascension Manor Inc,Ascension Manor Inc,Philadelphia,231664511
Sto Rox Neighborhood Health Council Inc,Sto Rox Neighborhood Health Council Inc,Mckees Rocks,251222792
Childrens Institute Parent Company,Childrens Institute Parent Company,Pittsburgh,872677614
Travelers Aid Society Of Pittsburgh,Travelers Aid Society Of Pittsburgh,Pittsburgh,250965581
Mercer County Area Agency On Aging Inc,Mercer County Area Agency On Aging Inc,Mercer,251296209
Growth Opportunity Center Inc,Growth Opportunity Center Inc,Southampton,232020828
Picpa Foundation For Education And Research,Picpa Foundation For Education And Research,Philadelphia,222470981
Culturetrust Greater Philadelphia,Culturetrust Greater Philadelphia,Philadelphia,463109411
York Health Foundation,York Health Foundation,York,233050192
Library System Of Lancaster County,Library System Of Lancaster County,Lancaster,232495408
Unite For Her,Unite For Her,West Chester,264444438
Pittsburgh Gateways Corporation,Pittsburgh Gateways Corporation,Pittsburgh,232939083
Safe Berks,Safe Berks,Reading,232087191
Cumberland Goodwill Fire Rescue Ems Inc,Cumberland Goodwill Fire Rescue Ems Inc,Carlisle,232298422
Lutheran Community At Telford Fund,Lutheran Community At Telford Fund,Telford,232694179
Phoebe Devitt Homes,Phoebe Devitt Homes,Allentown,231396838
Comprehensive Learning Center Inc,Comprehensive Learning Center Inc,Warminster,233043139
Habitat For Humanity International Inc,Habitat For Humanity International Inc ,Phoenixville,232549743
Pennsylvania Certified Organic,Pennsylvania Certified Organic,Spring Mills,232885447
Word Of Life International Inc,Word Of Life International Inc,Philadelphia,20643112
Delaware County Christian School Foundation,Delaware County Christian School Foundation,Newtown Sq,843343456
Family Service Association Of Northeastern Pennsylvania,Family Service Association Of Northeastern Pennsylvania,Wilkes Barre,240795415
West Branch Drug & Alcohol Abuse Commission Inc,West Branch Drug & Alcohol Abuse Commission Inc,Williamsport,236616299
Paoli Memorial Hospital Foundation,Paoli Memorial Hospital Foundation,Paoli,232359407
Philadelphia Montessori Charter School,Philadelphia Montessori Charter School,Philadelphia,680570752
H A C E,H A C E,Philadelphia,232142317
Feeding Pennsylvania,Feeding Pennsylvania,Lemoyne,454793238
